"sampleID" "shannon" "chao1" "consequtive" "bray" "jacc"
"865" "sub.686.0.initial" 0.894488252361411 18 "sub.686.2.one.month" 0.703695949438312 0.285714285714286
"866" "sub.655.11.sick" 2.13439493133105 16 "sub.655.12.sick" 0.304221216496597 0.523809523809524
"867" "sub.535.13.sick" 2.64078820475182 39 "sub.535.5.sixmonth" 0.82172141677372 0.59375
"868" "sub.511.13.sick" 1.55516060511888 26 "sub.511.5.sixmonth" 0.772336682135754 0.333333333333333
"869" "sub.601.12.sick" 2.31320428967939 31 "sub.601.4.fourmonth" 0.963937515624299 0.678571428571428
"870" "sub.655.12.sick" 2.13593495524798 25 "sub.655.3.twomonth" 0.610790022715264 0.304347826086957
"871" "sub.676.2.one.month" 2.33569068360408 32 "sub.676.3.twomonth" 0.593808136854495 0.538461538461538
"872" "sub.272.7.one.year" 3.69246765755635 27 NA NA NA
"873" "sub.554.4.fourmonth" 1.6956280936243 29 "sub.554.15.sick" 0.856147152225018 0.58974358974359
"874" "sub.672.2.one.month" 2.1829107373734 25 "sub.672.11.sick" 0.681644279703944 0.407407407407407
"875" "sub.282.7.one.year" 2.68031204767852 24 NA NA NA
"876" "sub.273.7.one.year" 4.00338652269372 30 NA NA NA
"878" "sub.571.4.fourmonth" 1.48054972804302 26 "sub.571.13.sick" 0.502098821311872 0.481481481481481
"879" "sub.672.11.sick" 1.45678255624576 33 "sub.672.3.twomonth" 0.698561847512941 0.185185185185185
"880" "sub.397.6.ninemonth" 2.36360456065918 26 "sub.397.7.one.year" 0.840418073016028 0.538461538461538
"881" "sub.692.0.initial" 1.86294158190663 25 "sub.692.11.sick" 0.901957916781225 0.7
"882" "sub.267.7.one.year" 3.12385987530272 25 NA NA NA
"883" "sub.394.6.ninemonth" 2.0886637843716 30 "sub.394.7.one.year" 0.897931133394686 0.659090909090909
"884" "sub.695.0.initial" 1.98823816825206 25 "sub.695.2.one.month" 0.90604631914988 0.434782608695652
"885" "sub.470.5.sixmonth" 2.37958686860383 23 "sub.470.6.ninemonth" 0.470109179374592 0.551724137931034
"886" "sub.630.3.twomonth" 2.1283713987792 25 "sub.630.4.fourmonth" 0.774254752010802 0.62962962962963
"887" "sub.408.6.ninemonth" 2.5633403326482 32 "sub.408.7.one.year" 0.874599836133425 0.432432432432432
"888" "sub.569.4.fourmonth" 2.61845207940372 29 "sub.569.13.sick" 0.68514406262144 0.407407407407407
"889" "sub.440.12.sick" 3.10943452726141 38 "sub.440.6.ninemonth" 0.410271219887854 0.451612903225806
"890" "sub.669.2.one.month" 2.6910073385257 22 "sub.669.4.fourmonth" 0.619325833089896 0.611111111111111
"891" "sub.686.2.one.month" 1.54604893194714 16 "sub.686.3.twomonth" 0.390194293241385 0.333333333333333
"892" "sub.638.3.twomonth" 2.07128382312716 26 "sub.638.4.fourmonth" 0.698733536679645 0.25
"893" "sub.573.4.fourmonth" 2.7483852200477 31 NA NA NA
"894" "sub.527.15.sick" 1.8763225565477 31 "sub.527.5.sixmonth" 0.701400359066427 0.535714285714286
"897" "sub.708.0.initial" 1.31928816361991 28 "sub.708.1.two.week" 0.732319980925131 0.571428571428572
"898" "sub.429.11.sick" 3.56739981764545 41 "sub.429.6.ninemonth" 0.696820526652955 0.5
"899" "sub.639.3.twomonth" 1.66252236291907 17 "sub.639.4.fourmonth" 0.651762564422761 0.4
"900" "sub.471.5.sixmonth" 2.18706362199376 24 "sub.471.6.ninemonth" 0.75380347099712 0.631578947368421
"901" "sub.655.3.twomonth" 1.80524115206393 27 "sub.655.13.sick" 0.500892045258348 0.619047619047619
"903" "sub.511.5.sixmonth" 1.23677048593544 29 NA NA NA
"904" "sub.657.3.twomonth" 1.8074073899161 20 "sub.657.5.sixmonth" 0.65037207960773 0.580645161290323
"905" "sub.554.15.sick" 2.06853918794544 38 "sub.554.16.sick" 0.841019737089626 0.657142857142857
"907" "sub.666.3.twomonth" 2.56945497329043 24 "sub.666.4.fourmonth" 0.49324742043624 0.607142857142857
"908" "sub.571.13.sick" 2.37566096651791 29 "sub.571.14.sick" 0.592724259274828 0.4
"909" "sub.672.3.twomonth" 1.64488157305684 33 NA NA NA
"910" "sub.663.3.twomonth" 2.08369338335095 30 "sub.663.5.sixmonth" 0.870102276348956 0.481481481481481
"911" "sub.711.0.initial" 2.61366074638631 27 "sub.711.1.two.week" 0.715255902667399 0.535714285714286
"912" "sub.307.7.one.year" 2.35340223599398 31 NA NA NA
"914" "sub.665.3.twomonth" 1.99334792319575 15 "sub.665.13.sick" 0.773151471643934 0.285714285714286
"915" "sub.454.13.sick" 3.08201363150905 25 "sub.454.6.ninemonth" 0.425170363926345 0.5
"916" "sub.586.4.fourmonth" 2.0703453998623 20 NA NA NA
"917" "sub.659.3.twomonth" 1.8189313318964 13 "sub.659.4.fourmonth" 0.777473629151774 0.7
"918" "sub.524.5.sixmonth" 2.36368055436711 35 "sub.524.11.sick" 0.595445100157925 0.485714285714286
"919" "sub.427.6.ninemonth" 2.96550900108314 28 NA NA NA
"921" "sub.671.3.twomonth" 0.99481814385664 13 "sub.671.4.fourmonth" 0.668718582833795 0.476190476190476
"922" "sub.695.2.one.month" 1.7247055638425 18 "sub.695.3.twomonth" 0.553293051359517 0.571428571428572
"923" "sub.709.0.initial" 0.824637241017313 13 "sub.709.3.twomonth" 0.158329335713555 0.428571428571429
"924" "sub.526.18.sick" 1.99146396267983 22 "sub.526.5.sixmonth" 0.172888203420367 0.0555555555555556
"925" "sub.416.6.ninemonth" 2.00886142286044 31 NA NA NA
"926" "sub.711.1.two.week" 2.20722911673794 24 "sub.711.11.sick" 0.274232684858031 0.4
"927" "sub.440.6.ninemonth" 2.89561260750298 29 NA NA NA
"928" "sub.601.4.fourmonth" 1.41169293401152 19 NA NA NA
"929" "sub.569.13.sick" 0.998504870967 20 "sub.569.14.sick" 0.861352307162292 0.111111111111111
"930" "sub.309.7.one.year" 4.07807046354 35 NA NA NA
"931" "sub.431.6.ninemonth" 2.92234283637578 35 "sub.431.15.sick" 0.691967091754781 0.275862068965517
"932" "sub.360.6.ninemonth" 3.63080462189355 41 "sub.360.7.one.year" 0.486249229367143 0.189189189189189
"933" "sub.554.16.sick" 1.04388550297628 16 "sub.554.17.sick" 0.298090050334414 0.307692307692308
"934" "sub.533.5.sixmonth" 3.61054408608141 27 "sub.533.12.sick" 0.848163800922442 0.516129032258065
"936" "sub.429.6.ninemonth" 3.51048811133717 28 NA NA NA
"937" "sub.708.1.two.week" 2.70871148431726 20 "sub.708.3.twomonth" 0.419786334450315 0.454545454545455
"938" "sub.571.14.sick" 0.954814441996978 14 "sub.571.15.sick" 0.745174890886386 0.411764705882353
"939" "sub.526.5.sixmonth" 1.58750438549761 25 "sub.526.20.sick" 0.316584847988258 0.583333333333333
"940" "sub.422.6.ninemonth" 2.03012150052897 27 "sub.422.7.one.year" 0.457216436403686 0.485714285714286
"941" "sub.729.0.initial" 1.4757867203124 10 "sub.729.2.one.month" 0.59995823790041 0.5
"942" "sub.436.6.ninemonth" 2.09084188289419 21 "sub.436.7.one.year" 0.948110305222531 0.6
"943" "sub.535.5.sixmonth" 2.20728128384593 20 "sub.535.6.ninemonth" 0.741590962279003 0.421052631578947
"944" "sub.676.3.twomonth" 2.03475527158764 16 "sub.676.11.sick" 0.203305845568741 0.294117647058824
"945" "sub.711.11.sick" 1.72229031453652 12 "sub.711.2.one.month" 0.148707909765628 0.5
"946" "sub.665.13.sick" 1.80866350493559 14 "sub.665.14.sick" 0.909070349864728 0.4
"947" "sub.367.13.sick" 2.77239345330029 34 "sub.367.7.one.year" 0.684948305600144 0.368421052631579
"948" "sub.569.14.sick" 1.7249332117192 20 NA NA NA
"949" "sub.692.11.sick" 1.71667166042941 18 "sub.692.4.fourmonth" 0.761592124832579 0.678571428571428
"950" "sub.738.0.initial" 1.78996302733212 20 "sub.738.1.two.week" 0.678046117284347 0.444444444444444
"951" "sub.431.15.sick" 2.59776894088266 33 "sub.431.16.sick" 0.332172862239613 0.214285714285714
"952" "sub.321.7.one.year" 1.81800960912885 24 NA NA NA
"953" "sub.676.11.sick" 1.94881822843953 20 "sub.676.4.fourmonth" 0.680762123762986 0.523809523809524
"954" "sub.554.17.sick" 1.13600564506804 11 "sub.554.19.sick" 0.614427801364309 0.285714285714286
"955" "sub.571.15.sick" 1.49359204507824 20 "sub.571.5.sixmonth" 0.745871468364505 0.541666666666667
"956" "sub.665.14.sick" 0.979072413408907 15 "sub.665.15.sick" 0.862529012005544 0.153846153846154
"957" "sub.310.7.one.year" 2.93830767275243 25 NA NA NA
"958" "sub.731.0.initial" 2.30311230766123 14 "sub.731.11.sick" 0.410278167984655 0.3125
"959" "sub.527.5.sixmonth" 1.41582695986071 19 "sub.527.16.sick" 0.623026357776501 0.592592592592593
"960" "sub.670.0.initial" 1.56666509081205 20 "sub.670.4.fourmonth" 0.94742283639298 0.740740740740741
"961" "sub.731.11.sick" 1.71726564537409 19 "sub.731.2.one.month" 0.52120018822597 0.315789473684211
"962" "sub.445.6.ninemonth" 2.04761558138772 26 NA NA NA
"963" "sub.733.1.two.week" 1.12022114944623 16 "sub.733.2.one.month" 0.382085899524733 0.416666666666667
"964" "sub.735.1.two.week" 2.01593622009582 13 "sub.735.2.one.month" 0.33348439903318 0.470588235294118
"965" "sub.738.1.two.week" 2.56636553264342 17 "sub.738.2.one.month" 0.844904509709517 0.592592592592593
"966" "sub.405.7.one.year" 3.28122400012139 37 NA NA NA
"968" "sub.439.18.sick" 1.19878001325221 19 "sub.439.20.sick" 0.65239406427291 0.692307692307692
"969" "sub.454.6.ninemonth" 2.9341149285964 26 NA NA NA
"970" "sub.667.3.twomonth" 2.01817708335186 28 "sub.667.4.fourmonth" 0.661819724611409 0.513513513513513
"971" "sub.711.2.one.month" 1.317744384658 18 "sub.711.3.twomonth" 0.315725921015248 0.514285714285714
"972" "sub.686.3.twomonth" 1.97575041638072 12 "sub.686.7.one.year" 0.824758251602086 0.72
"974" "sub.749.11.sick" 0.879035681818319 14 "sub.749.2.one.month" 0.453058950951571 0.578947368421053
"975" "sub.716.2.one.month" 2.31655538109447 23 "sub.716.11.sick" 0.398008284590792 0.458333333333333
"976" "sub.655.13.sick" 1.82995044888056 16 "sub.655.4.fourmonth" 0.462571446131154 0.625
"977" "sub.729.2.one.month" 0.823770682504242 12 "sub.729.12.sick" 0.392071508691584 0.384615384615385
"978" "sub.665.15.sick" 1.85015294787784 14 "sub.665.16.sick" 0.527515036864571 0.153846153846154
"981" "sub.554.19.sick" 0.499735901280911 16 "sub.554.5.sixmonth" 0.275230511843214 0.266666666666667
"982" "sub.758.0.initial" 0.157067075050214 9 "sub.758.2.one.month" 0.848045194358188 0.825
"983" "sub.316.7.one.year" 3.56541913822945 30 NA NA NA
"984" "sub.621.4.fourmonth" 2.10548270821226 19 "sub.621.14.sick" 0.934133531016861 0.655172413793103
"985" "sub.347.7.one.year" 3.27023617382257 36 NA NA NA
"986" "sub.554.5.sixmonth" 1.17530544575324 14 "sub.554.20.sick" 0.826914963264712 0.607142857142857
"987" "sub.716.11.sick" 2.81931623194612 22 "sub.716.3.twomonth" 0.66835534406245 0.622222222222222
"988" "sub.349.7.one.year" 3.11188114386488 29 NA NA NA
"989" "sub.735.2.one.month" 1.7530407252588 18 "sub.735.4.fourmonth" 0.911263954099587 0.423076923076923
"990" "sub.665.16.sick" 2.1548815497885 16 "sub.665.4.fourmonth" 0.478144116619514 0.368421052631579
"991" "sub.708.3.twomonth" 2.53453821580102 22 "sub.708.4.fourmonth" 0.974881378715379 0.607142857142857
"992" "sub.728.2.one.month" 2.01906388038682 19 "sub.728.3.twomonth" 0.393202312905982 0.5
"993" "sub.464.6.ninemonth" 3.38054369714184 31 "sub.464.7.one.year" 0.729251189885069 0.48
"994" "sub.760.0.initial" 0.82952285158728 13 "sub.760.12.sick" 0.288994067281303 0.619047619047619
"995" "sub.695.3.twomonth" 2.01307502530574 19 "sub.695.6.ninemonth" 0.955606587171962 0.592592592592593
"996" "sub.731.2.one.month" 2.2535481192267 20 "sub.731.3.twomonth" 0.503504278431599 0.541666666666667
"997" "sub.733.2.one.month" 1.63322536453172 12 "sub.733.3.twomonth" 0.442946169027504 0.647058823529412
"999" "sub.738.2.one.month" 2.70613850399999 31 "sub.738.3.twomonth" 0.702057830055339 0.481481481481481
"1000" "sub.630.4.fourmonth" 2.88154437199065 26 "sub.630.5.sixmonth" 0.439418166012078 0.551724137931034
"1001" "sub.360.7.one.year" 2.40357578444263 37 NA NA NA
"1002" "sub.431.16.sick" 3.18487397500456 33 "sub.431.7.one.year" 0.977444862782268 0.696969696969697
"1004" "sub.470.6.ninemonth" 2.87518469987322 29 "sub.470.14.sick" 0.517344165522078 0.46875
"1005" "sub.638.4.fourmonth" 2.37899710419318 33 "sub.638.6.ninemonth" 0.551935724236239 0.363636363636364
"1006" "sub.639.4.fourmonth" 0.535963309277044 12 "sub.639.6.ninemonth" 0.344022211038045 0.608695652173913
"1007" "sub.760.12.sick" 0.533861085371336 17 "sub.760.2.one.month" 0.110050575168584 0.448275862068966
"1008" "sub.709.3.twomonth" 0.647442639498796 20 "sub.709.4.fourmonth" 0.346030312669957 0.478260869565217
"1009" "sub.777.0.initial" 1.09568808111918 24 "sub.777.1.two.week" 0.470429383927409 0.58974358974359
"1010" "sub.729.12.sick" 0.99182746253652 14 "sub.729.5.sixmonth" 0.730914627743358 0.55
"1011" "sub.367.7.one.year" 3.21310682680611 37 NA NA NA
"1013" "sub.358.7.one.year" 3.63229348656354 31 NA NA NA
"1014" "sub.782.11.sick" 1.36331223527646 10 "sub.782.1.two.week" 0.417933297808453 0.689655172413793
"1015" "sub.760.2.one.month" 1.02722179973295 32 "sub.760.13.sick" 0.142576953827703 0.46875
"1016" "sub.655.4.fourmonth" 1.67638145798855 17 "sub.655.5.sixmonth" 0.541457387046211 0.444444444444444
"1017" "sub.749.2.one.month" 1.13631935206952 20 "sub.749.3.twomonth" 0.321102700219939 0.620689655172414
"1018" "sub.527.16.sick" 2.05834006655288 29 "sub.527.6.ninemonth" 0.684761947863867 0.310344827586207
"1019" "sub.652.4.fourmonth" 2.63242407645258 33 "sub.652.11.sick" 0.666894161651436 0.444444444444444
"1020" "sub.667.4.fourmonth" 3.17153819120478 31 "sub.667.13.sick" 0.761725945148323 0.522727272727273
"1021" "sub.471.6.ninemonth" 2.80589022296012 37 NA NA NA
"1023" "sub.790.0.initial" 1.01536472117189 24 "sub.790.11.sick" 0.902609470141393 0.590909090909091
"1024" "sub.760.13.sick" 0.440108173775635 27 "sub.760.3.twomonth" 0.737295888664024 0.55
"1025" "sub.711.3.twomonth" 2.91588652181397 36 "sub.711.4.fourmonth" 0.92030200499995 0.486486486486487
"1026" "sub.777.1.two.week" 0.728345729597208 37 "sub.777.2.one.month" 0.502028519411868 0.444444444444444
"1027" "sub.716.3.twomonth" 2.20453862166319 46 "sub.716.6.ninemonth" 0.564076792916121 0.555555555555556
